iter	RMSE
373	2011.283199
374	2010.328869
375	2009.628487
376	2008.892579
377	2008.226884
378	2007.511888
379	2005.191579
380	2004.614814
381	2002.927888
382	2002.231367
383	2001.704632
384	1999.255443
385	1998.626025
386	1996.362453
387	1995.688307
388	1995.182598
389	1994.487043
390	1993.554595
391	1992.885957
392	1992.410392
393	1991.129805
394	1989.82407
395	1988.999859
396	1988.44109
397	1987.568323
398	1987.046656
399	1986.340776
400	1984.821103
401	1983.548094
402	1982.765677
403	1981.386248
404	1980.116704
405	1979.281242
406	1978.247897
407	1977.128111
408	1976.457326
409	1976.187232
410	1975.76864
411	1974.979901
412	1974.449503
413	1973.196196
414	1972.12275
415	1969.806958
416	1967.562442
417	1967.005496
418	1966.234481
419	1964.432742
420	1963.96005
421	1963.188181
422	1962.347358
423	1961.821208
424	1961.452189
425	1959.594668
426	1958.889452
427	1958.649179
428	1958.424129
429	1958.05544
430	1957.461176
431	1956.608248
432	1956.233665
433	1954.828136
434	1954.483115
435	1954.2663
436	1953.06493
437	1951.923725
438	1951.182754
439	1950.693427
440	1950.410369
441	1949.32189
442	1947.634303
443	1946.297081
444	1944.680128
445	1944.36216
446	1942.94334
447	1941.201566
448	1939.606406
449	1938.985288
450	1938.311408
451	1937.242025
452	1936.612004
453	1936.008108
454	1934.625176
455	1933.897072
456	1933.435663
457	1932.775739
458	1932.178996
459	1929.60548
460	1928.956071
461	1928.74537
462	1927.503183
463	1926.338636
464	1925.49968
465	1925.225854
466	1924.962048
467	1922.51303
468	1921.777159
469	1919.975561
470	1918.966627
471	1916.699461
472	1916.056208
473	1915.232744
474	1915.027339
475	1913.886881
476	1913.258885
477	1911.064749
478	1910.001937
479	1908.316568
480	1906.564564
481	1905.99095
482	1905.599786
483	1903.989657
484	1902.656869
485	1902.15961
486	1901.364518
487	1899.954453
488	1899.213627
489	1897.424157
490	1895.301329
491	1894.69686
492	1893.405108
493	1892.83914
494	1891.917112
495	1890.957873
496	1890.365373
497	1889.271338
498	1887.648166
499	1887.052368
500	1886.457728
501	1884.524193
502	1883.904932
503	1882.6236
504	1880.861793
505	1880.314699
506	1879.799716
507	1879.066372
508	1878.390088
509	1877.482365
510	1876.196126
511	1874.715909
512	1873.878879
513	1872.56478
514	1872.166538
515	1871.884886
516	1869.998739
517	1868.433588
518	1867.535518
519	1866.868721
520	1865.006169
521	1864.554282
522	1862.837078
523	1862.219255
524	1861.128672
525	1860.563328
526	1859.420679
527	1858.841375
528	1857.536017
529	1856.92016
530	1856.519457
531	1855.958374
532	1855.658121
533	1854.395551
534	1853.132171
535	1852.279541
536	1850.117097
537	1849.33757
538	1848.361054
539	1847.100662
540	1845.866713
541	1844.041273
542	1843.900307
543	1842.894677
544	1841.558931
545	1840.395477
546	1839.387027
547	1838.892899
548	1837.772843
549	1837.030241
550	1836.275756
551	1835.694094
552	1834.170835
553	1833.291458
554	1832.299922
555	1830.904114
556	1830.235882
557	1829.119317
558	1828.396023
559	1827.278951
560	1826.899467
561	1826.101023
562	1825.355465
563	1824.851804
564	1824.091762
565	1822.852322
566	1822.258052
567	1821.211144
568	1820.339281
569	1819.675234
570	1819.204826
571	1818.583198
572	1818.269611
573	1817.240277
574	1817.140701
575	1816.122608
576	1815.801263
577	1815.25076
578	1814.320278
579	1814.030841
580	1813.008127
581	1812.098567
582	1811.423805
583	1811.018925
584	1810.539422
585	1809.773649
586	1809.277593
587	1808.62781
588	1808.350528
589	1807.735957
590	1806.9027
591	1805.632844
592	1805.298636
593	1804.725329
594	1804.267661
595	1803.634695
596	1803.229755
597	1802.611215
598	1801.828407
599	1801.702444
600	1801.05115
601	1800.741237
602	1800.006544
603	1798.877699
604	1798.581561
605	1798.272695
606	1797.705896
607	1796.298144
608	1795.669605
609	1795.069819
610	1793.829476
611	1793.164115
612	1792.688375
613	1791.982531
614	1791.346898
615	1790.814905
616	1790.18593
617	1789.146308
618	1787.483945
619	1786.583733
620	1785.589678
621	1784.204561
622	1783.210693
623	1783.123709
624	1782.694203
625	1782.090683
626	1781.539567
627	1780.704222
628	1780.390115
629	1779.854392
630	1779.778095
631	1779.374111
632	1778.457584
633	1778.102208
634	1777.37653
635	1776.927314
636	1776.641979
637	1775.948196
638	1774.811321
639	1774.39842
640	1773.833609
641	1773.723164
642	1772.643306
643	1772.05251
644	1771.529865
645	1771.00112
646	1770.618818
647	1770.257186
648	1769.522406
649	1768.738399
650	1768.411684
651	1767.886106
652	1767.168697
653	1766.367298
654	1766.084223
655	1765.527053
656	1764.598902
657	1763.692907
658	1762.886342
659	1761.930837
660	1761.424229
661	1760.306476
662	1759.975721
663	1759.336217
664	1758.847905
665	1758.789402
666	1757.990525
667	1757.230968
668	1756.259914
669	1755.556729
670	1754.681718
671	1754.060129
672	1753.449535
673	1752.858402
674	1752.68568
675	1752.123425
676	1751.733107
677	1751.286697
678	1751.030418
679	1750.249565
680	1749.730532
681	1748.966822
682	1748.541693
683	1747.872669
684	1747.118003
685	1746.784855
686	1746.490352
687	1745.501212
688	1745.087765
689	1744.440106
690	1743.608487
691	1742.591501
692	1741.85269
693	1741.007521
694	1739.534233
695	1738.570315
696	1737.476135
697	1736.3312
698	1735.721532
699	1735.588364
700	1734.880105
701	1733.492235
702	1732.553541
703	1732.142956
704	1731.65334
705	1731.006664
706	1730.144945
707	1729.518358
708	1729.109618
709	1728.713211
710	1727.471638
711	1726.613336
712	1726.162112
713	1725.661037
714	1725.000316
715	1724.418829
716	1724.153337
717	1723.656408
718	1723.03392
719	1722.513751
720	1722.277764
721	1721.948152
722	1721.040656
723	1720.445998
724	1719.882498
725	1719.31515
726	1718.215361
727	1717.664664
728	1717.130559
729	1716.627827
730	1715.820209
731	1715.300942
732	1715.126521
733	1714.859809
734	1714.011769
735	1713.372802
736	1712.889161
737	1712.450357
738	1711.501637
739	1711.257199
740	1710.677603
741	1709.892132
742	1709.433188
743	1708.414609
744	1707.502731
745	1706.48664
746	1705.880092
747	1705.076242
748	1704.46602
749	1704.092674
750	1703.353479
751	1702.923067
752	1701.83451
753	1701.211499
754	1700.763239
755	1700.535952
756	1700.124735
757	1699.723661
758	1699.292211
759	1698.220294
760	1697.394147
761	1696.838646
762	1696.303118
763	1695.951954
764	1695.111051
765	1694.660792
766	1694.368877
767	1693.838794
768	1692.801396
769	1692.289009
770	1691.921701
771	1691.424072
772	1690.865803
773	1690.130362
774	1689.451106
775	1689.006181
776	1688.584748
777	1688.21143
778	1688.007226
779	1687.370033
780	1686.899142
781	1685.962171
782	1685.192576
783	1684.723542
784	1683.873483
785	1682.9332
786	1681.755769
787	1680.813255
788	1679.952603
789	1679.453779
790	1679.143529
791	1678.676338
792	1678.096422
793	1677.883402
794	1677.46218
795	1676.733794
796	1676.400464
797	1675.988513
798	1675.333903
799	1675.059218
800	1674.440829
801	1674.049298
802	1673.648374
803	1673.452495
804	1672.845066
805	1671.001024
806	1670.026248
807	1669.845178
808	1668.113283
809	1667.78122
810	1667.315137
811	1666.993753
812	1666.461481
813	1666.345351
814	1665.812422
815	1664.812497
816	1664.281987
817	1663.977771
818	1663.400166
819	1662.262695
820	1661.731431
821	1661.583814
822	1660.217997
823	1659.976792
824	1659.097014
825	1658.674954
826	1657.878952
827	1657.516217
828	1657.099022
829	1656.607218
830	1656.43188
831	1655.608981
832	1655.006439
833	1654.343882
834	1653.548228
835	1652.584648
836	1651.990677
837	1651.717361
838	1651.097418
839	1650.607396
840	1650.369816
841	1649.527392
842	1649.167035
843	1648.253309
844	1647.556853
845	1647.36524
846	1646.876724
847	1646.644901
848	1646.55432
849	1645.906763
850	1645.424642
851	1645.042625
852	1644.764738
853	1644.05137
854	1643.680624
855	1643.235479
856	1642.892744
857	1641.803611
858	1641.191487
859	1640.751692
860	1639.969096
861	1639.549989
862	1639.177141
863	1638.227541
864	1637.804
865	1637.207683
866	1636.336386
867	1635.941743
868	1635.72772
869	1634.972375
870	1633.22589
871	1632.3527
872	1631.391602
873	1630.557831
874	1629.81482
875	1629.059031
876	1628.68954
877	1627.582671
878	1627.248478
879	1626.331091
880	1626.121602
881	1625.803391
882	1624.254931
883	1622.761462
884	1621.915085
885	1621.296751
886	1621.225875
887	1620.672267
888	1620.144018
889	1619.756103
890	1619.281136
891	1618.913324
892	1618.410295
893	1617.264
894	1616.722403
895	1615.94068
896	1615.159854
897	1614.391189
898	1614.263818
899	1614.001174
900	1613.483674
901	1613.07576
902	1612.717798
903	1612.399553
904	1612.005141
905	1611.582572
906	1611.444626
907	1610.561646
908	1610.536516
909	1610.490421
910	1609.818027
911	1609.750137
912	1609.685025
913	1608.606853
914	1607.360407
915	1606.982588
916	1606.571383
917	1606.504398
918	1606.198977
919	1605.599428
920	1604.951497
921	1604.766403
922	1603.699118
923	1602.351851
924	1601.967109
925	1601.437771
926	1601.215105
927	1600.855005
928	1600.351924
929	1600.090641
930	1598.732026
931	1598.193809
932	1598.08716
933	1597.582282
934	1596.323964
935	1595.317707
936	1594.84047
937	1594.002279
938	1593.312142
939	1593.014229
940	1592.683553
941	1592.42846
942	1592.207326
943	1591.972341
944	1590.936797
945	1590.777044
946	1590.449139
947	1589.807129
948	1589.772101
949	1589.612159
950	1589.286868
951	1589.07863
952	1588.868959
953	1587.910404
954	1587.707657
955	1587.301435
956	1586.828633
957	1586.698103
958	1586.398852
959	1585.807095
960	1585.725282
961	1585.388821
962	1585.278345
963	1584.575376
964	1584.380674
965	1583.769636
966	1583.548214
967	1582.782168
968	1582.499525
969	1582.243037
970	1581.758967
971	1581.439455
972	1580.867482
973	1580.123246
974	1579.909813
975	1579.666868
976	1578.830491
977	1577.796044
978	1577.329464
979	1577.230577
980	1576.93486
981	1575.747803
982	1575.575914
983	1575.415562
984	1575.246679
985	1574.41134
986	1573.948553
987	1573.496075
988	1572.631388
989	1572.377003
990	1572.211249
991	1571.809416
992	1571.149431
993	1570.842535
994	1570.316919
995	1569.817419
996	1569.444982
997	1569.092221
998	1568.103182
999	1567.624044
